,sketch_id,game_id,animal,cardinality,trial_num,condition,block,clfScore_animal,clfScore_cardinality
137,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_deer_2_25_shape_deer_2_009,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,deer,2,25.0,shape,4.0,deer,1
138,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_deer_3_7_shape_deer_3_080,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,deer,3,7.0,shape,1.0,rabbit,5
139,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_deer_4_14_shape_deer_4_002,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,deer,4,14.0,shape,2.0,deer,4
140,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_deer_5_22_shape_deer_5_035,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,deer,5,22.0,shape,3.0,deer,1
141,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_deer_6_11_shape_deer_6_048,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,deer,6,11.0,shape,2.0,owl,5
142,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_deer_7_4_shape_deer_7_050,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,deer,7,4.0,shape,1.0,rabbit,6
143,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_deer_8_19_shape_deer_8_028,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,deer,8,19.0,shape,3.0,deer,4
144,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_1_15_shape_owl_1_064,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,1,15.0,shape,2.0,owl,4
145,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_2_10_shape_owl_2_086,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,2,10.0,shape,2.0,owl,5
146,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_3_31_shape_owl_3_091,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,3,31.0,shape,4.0,owl,1
147,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_4_18_shape_owl_4_024,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,4,18.0,shape,3.0,owl,3
148,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_5_6_shape_owl_5_068,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,5,6.0,shape,1.0,owl,3
149,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_6_21_shape_owl_6_098,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,6,21.0,shape,3.0,owl,5
150,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_7_28_shape_owl_7_091,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,7,28.0,shape,4.0,owl,1
151,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_owl_8_1_shape_owl_8_090,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,owl,8,1.0,shape,1.0,owl,7
152,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_1_5_shape_rabbit_1_030,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,1,5.0,shape,1.0,owl,6
153,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_2_2_shape_rabbit_2_013,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,2,2.0,shape,1.0,owl,2
154,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_3_23_shape_rabbit_3_003,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,3,23.0,shape,3.0,rabbit,2
155,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_4_30_shape_rabbit_4_034,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,4,30.0,shape,4.0,rabbit,5
156,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_5_9_shape_rabbit_5_030,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,5,9.0,shape,2.0,rabbit,4
157,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_6_26_shape_rabbit_6_041,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,6,26.0,shape,4.0,rabbit,2
158,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_7_17_shape_rabbit_7_017,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,7,17.0,shape,3.0,rabbit,2
159,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933_rabbit_8_13_shape_rabbit_8_040,0304-a93c4bf1-c4f9-46e4-b8a1-dd2359a31933,rabbit,8,13.0,shape,2.0,rabbit,2
160,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_1_4_number_bear_1_087,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,1,4.0,number,1.0,bear,4
161,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_2_5_number_bear_2_036,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,2,5.0,number,1.0,rabbit,1
162,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_3_31_number_bear_3_044,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,3,31.0,number,4.0,deer,3
163,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_4_19_number_bear_4_081,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,4,19.0,number,3.0,deer,3
164,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_5_14_number_bear_5_083,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,5,14.0,number,2.0,rabbit,4
165,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_6_11_number_bear_6_001,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,6,11.0,number,2.0,bear,7
166,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_7_28_number_bear_7_033,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,7,28.0,number,4.0,bear,1
167,0532-734dfb32-c173-48df-bfa2-0decb357302b_bear_8_23_number_bear_8_026,0532-734dfb32-c173-48df-bfa2-0decb357302b,bear,8,23.0,number,3.0,bear,4
168,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_1_16_number_deer_1_060,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,1,16.0,number,2.0,deer,4
169,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_2_12_number_deer_2_096,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,2,12.0,number,2.0,rabbit,1
170,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_3_1_number_deer_3_032,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,3,1.0,number,1.0,deer,3
171,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_4_32_number_deer_4_064,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,4,32.0,number,4.0,deer,7
172,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_5_21_number_deer_5_000,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,5,21.0,number,3.0,owl,6
173,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_6_18_number_deer_6_002,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,6,18.0,number,3.0,deer,4
174,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_7_6_number_deer_7_063,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,7,6.0,number,1.0,bear,4
175,0532-734dfb32-c173-48df-bfa2-0decb357302b_deer_8_26_number_deer_8_037,0532-734dfb32-c173-48df-bfa2-0decb357302b,deer,8,26.0,number,4.0,deer,7
176,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_1_20_number_owl_1_085,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,1,20.0,number,3.0,rabbit,1
177,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_2_24_number_owl_2_037,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,2,24.0,number,3.0,rabbit,1
178,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_3_9_number_owl_3_049,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,3,9.0,number,2.0,rabbit,1
179,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_4_8_number_owl_4_005,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,4,8.0,number,1.0,rabbit,5
180,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_5_29_number_owl_5_014,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,5,29.0,number,4.0,deer,2
181,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_6_25_number_owl_6_036,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,6,25.0,number,4.0,deer,2
182,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_7_13_number_owl_7_078,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,7,13.0,number,2.0,bear,4
183,0532-734dfb32-c173-48df-bfa2-0decb357302b_owl_8_2_number_owl_8_078,0532-734dfb32-c173-48df-bfa2-0decb357302b,owl,8,2.0,number,1.0,rabbit,1
184,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_1_30_number_rabbit_1_065,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,1,30.0,number,4.0,bear,1
185,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_2_27_number_rabbit_2_048,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,2,27.0,number,4.0,deer,2
186,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_3_17_number_rabbit_3_089,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,3,17.0,number,3.0,rabbit,1
187,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_4_10_number_rabbit_4_056,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,4,10.0,number,2.0,rabbit,1
188,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_5_3_number_rabbit_5_068,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,5,3.0,number,1.0,rabbit,1
189,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_6_7_number_rabbit_6_065,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,6,7.0,number,1.0,rabbit,6
190,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_7_22_number_rabbit_7_044,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,7,22.0,number,3.0,bear,4
191,0532-734dfb32-c173-48df-bfa2-0decb357302b_rabbit_8_15_number_rabbit_8_073,0532-734dfb32-c173-48df-bfa2-0decb357302b,rabbit,8,15.0,number,2.0,rabbit,4
192,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_1_24_number_bear_1_081,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,1,24.0,number,3.0,bear,1
193,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_2_15_number_bear_2_023,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,2,15.0,number,2.0,bear,2
194,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_3_6_number_bear_3_024,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,3,6.0,number,1.0,bear,4
195,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_4_4_number_bear_4_043,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,4,4.0,number,1.0,bear,1
196,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_5_29_number_bear_5_018,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,5,29.0,number,4.0,bear,7
197,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_6_19_number_bear_6_028,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,6,19.0,number,3.0,deer,7
198,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_7_12_number_bear_7_052,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,7,12.0,number,2.0,bear,7
199,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_bear_8_25_number_bear_8_064,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,bear,8,25.0,number,4.0,deer,7
200,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_1_5_number_deer_1_059,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,1,5.0,number,1.0,rabbit,1
201,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_2_27_number_deer_2_017,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,2,27.0,number,4.0,owl,2
202,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_3_17_number_deer_3_000,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,3,17.0,number,3.0,owl,2
203,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_4_21_number_deer_4_005,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,4,21.0,number,3.0,bear,2
204,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_5_13_number_deer_5_000,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,5,13.0,number,2.0,deer,6
205,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_6_2_number_deer_6_010,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,6,2.0,number,1.0,bear,5
206,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_7_32_number_deer_7_003,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,7,32.0,number,4.0,deer,6
207,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_deer_8_9_number_deer_8_022,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,deer,8,9.0,number,2.0,bear,7
208,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_1_14_number_owl_1_041,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,1,14.0,number,2.0,bear,1
209,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_2_1_number_owl_2_035,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,2,1.0,number,1.0,deer,2
210,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_3_26_number_owl_3_062,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,3,26.0,number,4.0,rabbit,2
211,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_4_31_number_owl_4_069,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,4,31.0,number,4.0,rabbit,2
212,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_5_18_number_owl_5_070,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,5,18.0,number,3.0,rabbit,7
213,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_6_11_number_owl_6_037,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,6,11.0,number,2.0,rabbit,7
214,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_7_7_number_owl_7_063,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,7,7.0,number,1.0,bear,7
215,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_owl_8_23_number_owl_8_018,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,owl,8,23.0,number,3.0,bear,8
216,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_1_30_number_rabbit_1_007,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,1,30.0,number,4.0,owl,1
217,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_2_20_number_rabbit_2_047,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,2,20.0,number,3.0,bear,1
218,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_3_16_number_rabbit_3_061,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,3,16.0,number,2.0,rabbit,2
219,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_4_10_number_rabbit_4_057,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,4,10.0,number,2.0,bear,2
220,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_5_8_number_rabbit_5_034,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,5,8.0,number,1.0,deer,6
221,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_6_28_number_rabbit_6_051,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,6,28.0,number,4.0,deer,5
222,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_7_22_number_rabbit_7_000,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,7,22.0,number,3.0,owl,8
223,0646-33d71b5d-3800-4485-b05a-91338ba7bde8_rabbit_8_3_number_rabbit_8_006,0646-33d71b5d-3800-4485-b05a-91338ba7bde8,rabbit,8,3.0,number,1.0,bear,6
224,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_1_7_shape_bear_1_009,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,1,7.0,shape,1.0,bear,3
225,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_2_26_shape_bear_2_013,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,2,26.0,shape,4.0,bear,1
226,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_3_3_shape_bear_3_007,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,3,3.0,shape,1.0,bear,3
227,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_4_20_shape_bear_4_070,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,4,20.0,shape,3.0,bear,3
228,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_5_12_shape_bear_5_081,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,5,12.0,shape,2.0,bear,3
229,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_6_13_shape_bear_6_053,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,6,13.0,shape,2.0,bear,3
230,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_7_32_shape_bear_7_054,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,7,32.0,shape,4.0,bear,3
231,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_bear_8_23_shape_bear_8_017,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,bear,8,23.0,shape,3.0,bear,3
232,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_1_14_shape_deer_1_002,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,1,14.0,shape,2.0,deer,7
233,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_2_8_shape_deer_2_055,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,2,8.0,shape,1.0,rabbit,6
234,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_3_10_shape_deer_3_055,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,3,10.0,shape,2.0,deer,2
235,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_4_25_shape_deer_4_044,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,4,25.0,shape,4.0,owl,1
236,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_5_18_shape_deer_5_012,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,5,18.0,shape,3.0,deer,1
237,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_6_22_shape_deer_6_098,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,6,22.0,shape,3.0,deer,1
238,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_7_2_shape_deer_7_073,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,7,2.0,shape,1.0,deer,2
239,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_deer_8_30_shape_deer_8_021,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,deer,8,30.0,shape,4.0,deer,7
240,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_1_29_shape_owl_1_049,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,1,29.0,shape,4.0,bear,3
241,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_2_21_shape_owl_2_066,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,2,21.0,shape,3.0,bear,1
242,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_3_27_shape_owl_3_069,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,3,27.0,shape,4.0,owl,3
243,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_4_15_shape_owl_4_064,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,4,15.0,shape,2.0,owl,3
244,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_5_5_shape_owl_5_035,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,5,5.0,shape,1.0,owl,2
245,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_6_4_shape_owl_6_060,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,6,4.0,shape,1.0,owl,3
246,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_7_17_shape_owl_7_030,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,7,17.0,shape,3.0,owl,3
247,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_owl_8_9_shape_owl_8_049,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,owl,8,9.0,shape,2.0,owl,3
248,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_1_19_shape_rabbit_1_005,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,1,19.0,shape,3.0,rabbit,8
249,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_2_11_shape_rabbit_2_048,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,2,11.0,shape,2.0,rabbit,1
250,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_3_24_shape_rabbit_3_069,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,3,24.0,shape,3.0,rabbit,1
251,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_4_1_shape_rabbit_4_003,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,4,1.0,shape,1.0,rabbit,1
252,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_5_31_shape_rabbit_5_071,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,5,31.0,shape,4.0,rabbit,1
253,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_6_28_shape_rabbit_6_032,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,6,28.0,shape,4.0,rabbit,8
254,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_7_16_shape_rabbit_7_059,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,7,16.0,shape,2.0,rabbit,8
255,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e_rabbit_8_6_shape_rabbit_8_072,0885-d57e4e9f-a2c5-4978-a12f-b219cafba17e,rabbit,8,6.0,shape,1.0,rabbit,4
256,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_1_8_number_bear_1_054,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,1,8.0,number,1.0,deer,1
257,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_2_21_number_bear_2_016,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,2,21.0,number,3.0,deer,4
258,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_3_17_number_bear_3_062,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,3,17.0,number,3.0,rabbit,6
259,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_4_28_number_bear_4_067,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,4,28.0,number,4.0,bear,4
260,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_5_30_number_bear_5_067,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,5,30.0,number,4.0,deer,3
261,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_6_1_number_bear_6_054,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,6,1.0,number,1.0,rabbit,1
262,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_7_9_number_bear_7_098,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,7,9.0,number,2.0,bear,7
263,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_bear_8_14_number_bear_8_024,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,bear,8,14.0,number,2.0,owl,8
264,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_1_29_number_deer_1_076,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,1,29.0,number,4.0,bear,4
265,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_2_15_number_deer_2_076,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,2,15.0,number,2.0,deer,4
266,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_3_11_number_deer_3_072,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,3,11.0,number,2.0,owl,5
267,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_4_6_number_deer_4_095,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,4,6.0,number,1.0,deer,4
268,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_5_3_number_deer_5_000,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,5,3.0,number,1.0,deer,8
269,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_6_26_number_deer_6_087,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,6,26.0,number,4.0,owl,6
270,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_7_23_number_deer_7_012,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,7,23.0,number,3.0,owl,7
271,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_deer_8_20_number_deer_8_030,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,deer,8,20.0,number,3.0,rabbit,7
272,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_owl_1_16_number_owl_1_087,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,owl,1,16.0,number,2.0,bear,3
273,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_owl_2_7_number_owl_2_066,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,owl,2,7.0,number,1.0,bear,4
274,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6_owl_3_2_number_owl_3_009,1034-bd869e68-6b1e-41b8-b50b-98b16f6692a6,owl,3,2.0,number,1.0,owl,3
